"","Zona","Provincia","Canton","Distrito","Circuito","Fecha Infraccion","Hora Infraccion","tipo_muert_matriz","Edad","Sexo","Estado Civil","Nacionalidad"
"808","ZONA 8","GUAYAS","DURAN","DURAN","ARBOLITO","07/09/2014","18:30","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"809","ZONA 7","EL_ORO","PASAJE","PASAJE","BUENA VISTA","07/09/2014","22:05","Asesinatos","53","MASCULINO","CASADO","ECUADOR"
"810","ZONA 3","TUNGURAHUA","AMBATO","AMBATO SUR","LETAMENDI","07/09/2014","17:30","Femicidios","37","FEMENINO","CASADO","ECUADOR"
"811","ZONA 6","AZUAY","CUENCA","CUENCA SUR","HUAYNA CAPAC","08/09/2014","6:55","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"812","ZONA 5","LOS_RIOS","BABA","BABAHOYO","BABA","08/09/2014","19:30","Asesinatos","55","FEMENINO","SOLTERO","ECUADOR"
"813","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","VENEZUELA","09/09/2014","20:00","Asesinatos","26","MASCULINO","UNION LIBRE","REPUBLICA DOMINICANA"
"814","ZONA 7","EL_ORO","SANTA_ROSA","SANTA ROSA","SANTA ROSA OESTE","11/09/2014","0:45","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"815","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","MUCHO LOTE","17/08/2014","10:45","Homicidios","85","MASCULINO","CASADO","ECUADOR"
"816","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","PUCARA","10/09/2014","11:30","Homicidios","57","MASCULINO","CASADO","ECUADOR"
"817","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","MUCHO LOTE","11/09/2014","13:40","Asesinatos","65","MASCULINO","CASADO","ECUADOR"
"818","ZONA 9","PICHINCHA","QUITO","CALDERON","CARAPUNGO","10/09/2014","14:00","Homicidios","19","MASCULINO","SOLTERO","ECUADOR"
"819","ZONA 8","GUAYAS","DURAN","DURAN","ARBOLITO","11/09/2014","18:00","Asesinatos","65","FEMENINO","VIUDO","ECUADOR"
"820","ZONA 4","MANABI","CHONE","CHONE","RICAURTE","11/09/2014","16:30","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"821","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","PLAN DE VIVIENDA","12/09/2014","4:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"822","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","TERMINAL DE BOMBEO","12/09/2014","9:30","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"823","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","LA_CONCORDIA","LA CONCORDIA","CONCORDIA NORTE","12/09/2014","19:30","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"824","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","12/09/2014","20:20","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"825","ZONA 5","GUAYAS","DAULE","DAULE","DAULE CENTRO","13/09/2014","18:00","Asesinatos","41","MASCULINO","SOLTERO","ECUADOR"
"826","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","FORTIN","13/09/2014","21:30","Femicidios","27","FEMENINO","CASADO","ECUADOR"
"827","ZONA 6","AZUAY","CUENCA","CUENCA NORTE","BARRIAL BLANCO","14/09/2014","18:00","Asesinatos","2","FEMENINO","SOLTERO","ECUADOR"
"828","ZONA 8","GUAYAS","SAMBORONDON","SAMBORONDON","TARIFA","14/09/2014","17:00","Asesinatos","38","MASCULINO","SOLTERO","ECUADOR"
"829","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","14/09/2014","20:30","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"830","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","FLORIDA","14/09/2014","22:37","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"831","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SUBURBIO","15/09/2014","12:35","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"832","ZONA 9","PICHINCHA","QUITO","LA DELICIA","SAN ANTONIO BAJO","16/09/2014","1:00","Homicidios","61","MASCULINO","VIUDO","ECUADOR"
"833","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","17/09/2014","0:50","Homicidios","40","MASCULINO","SOLTERO","ECUADOR"
"834","ZONA 7","EL_ORO","PASAJE","PASAJE","OCHOA LEON","18/09/2014","18:10","Homicidios","38","MASCULINO","CASADO","ECUADOR"
"835","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","LA_CONCORDIA","LA CONCORDIA","CONCORDIA NORTE","18/09/2014","22:00","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"836","ZONA 4","MANABI","PORTOVIEJO","PORTOVIEJO","NUEVO PORTOVIEJO","18/09/2014","20:30","Asesinatos","72","MASCULINO","CASADO","ECUADOR"
"837","ZONA 4","MANABI","PORTOVIEJO","PORTOVIEJO","EL GUABITO","18/09/2014","18:45","Asesinatos","41","MASCULINO","SOLTERO","ECUADOR"
"838","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO CENTRO","16/09/2014","19:30","Sicariatos","39","FEMENINO","SOLTERO","ECUADOR"
"839","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","PUERTO INCA","20/09/2014","0:00","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"840","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","BUENA FE ESTE","20/09/2014","19:10","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"841","ZONA 6","AZUAY","CUENCA","CUENCA SUR","SUCRE","21/09/2014","2:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"842","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","21/09/2014","5:00","Homicidios","22","MASCULINO","SOLTERO","ECUADOR"
"843","ZONA 4","MANABI","CHONE","CHONE","BOYACA","21/09/2014","3:20","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"844","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","VENEZUELA","21/09/2014","18:00","Homicidios","55","MASCULINO","CASADO","ECUADOR"
"845","ZONA 5","LOS_RIOS","VINCES","VINCES","ANTONIO SOTOMAYOR","21/09/2014","15:30","Asesinatos","53","MASCULINO","CASADO","ECUADOR"
"846","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","CENTRO","22/09/2014","22:30","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"847","ZONA 7","EL_ORO","MACHALA","MACHALA","LAS KATYAS","24/09/2014","1:15","Asesinatos","49","FEMENINO","CASADO","ECUADOR"
"848","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GUAYACAN","23/09/2014","22:40","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"849","ZONA 5","LOS_RIOS","VENTANAS","VENTANAS","VENTANAS SUR","23/09/2014","21:00","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"850","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","SAUCES","25/09/2014","18:30","Asesinatos","25","FEMENINO","SOLTERO","ECUADOR"
"851","ZONA 5","LOS_RIOS","VENTANAS","VENTANAS","VENTANAS NORTE","25/09/2014","20:30","Asesinatos","35","MASCULINO","UNION LIBRE","ECUADOR"
"852","ZONA 7","LOJA","LOJA","LOJA","EL VALLE","26/09/2014","11:35","Sicariatos","35","MASCULINO","SOLTERO","ECUADOR"
"853","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","28/09/2014","0:20","Asesinatos","30","MASCULINO","UNION LIBRE","COLOMBIA"
"854","ZONA 2","NAPO","TENA","TENA","MISAHUALLI","09/08/2014","16:30","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"855","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CENTRO","28/09/2014","9:50","Asesinatos","41","MASCULINO","CASADO","ECUADOR"
"856","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","SANTA MARIA","28/09/2014","10:30","Femicidios","29","FEMENINO","SOLTERO","ECUADOR"
"857","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","SANTA MARIA","28/09/2014","10:30","Femicidios","47","FEMENINO","SOLTERO","ECUADOR"
"858","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA VALDRAMINA","28/09/2014","4:50","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"859","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","28/09/2014","1:00","Asesinatos","40","MASCULINO","UNION LIBRE","COLOMBIA"
"860","ZONA 5","SANTA_ELENA","SALINAS","LIBERTAD SALINAS","PUERTO AGUAJE","28/09/2014","1:00","Asesinatos","25","FEMENINO","SOLTERO","ECUADOR"
"861","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","LITA","27/09/2014","2:31","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"862","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","30/08/2014","8:00","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"863","ZONA 3","COTOPAXI","SIGCHOS","SIGCHOS","LAS PAMPAS","30/06/2014","14:00","Homicidios","19","MASCULINO","SOLTERO","ECUADOR"
"864","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","ANCHAYACU","30/09/2014","6:15","Asesinatos","41","MASCULINO","CASADO","ECUADOR"
"865","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","JUAN MONTALVO","30/09/2014","21:30","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"866","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","PARAISO LA FLOR","30/09/2014","19:20","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"867","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","01/10/2014","21:00","Homicidios","51","MASCULINO","SOLTERO","ECUADOR"
"868","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","JUAN MONTALVO","30/09/2014","21:30","Asesinatos","27","MASCULINO","CASADO","ECUADOR"
"869","ZONA 9","PICHINCHA","QUITO","QUITUMBE","CHILLOGALLO","01/10/2014","2:00","Homicidios","79","FEMENINO","SOLTERO","ECUADOR"
"870","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL CENTRO","02/10/2014","6:09","Asesinatos","27","MASCULINO","UNION LIBRE","ECUADOR"
"871","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","07/09/2014","1:20","Homicidios","63","MASCULINO","CASADO","ECUADOR"
"872","ZONA 7","LOJA","GONZANAMA","CALVAS","NAMBACOLA","04/10/2014","5:30","Homicidios","59","MASCULINO","SOLTERO","ECUADOR"
"873","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","BELLAVISTA","04/10/2014","21:30","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"874","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","VALLE HERMOSO","05/10/2014","3:50","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"875","ZONA 4","MANABI","MANTA","MANTA","LA PRADERA","01/10/2014","16:30","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"876","ZONA 1","IMBABURA","PIMAMPIRO","CIUDAD BLANCA","PIMAMPIRO","05/10/2014","5:00","Femicidios","25","FEMENINO","SOLTERO","ECUADOR"
"877","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","CHILIBULO","06/10/2014","6:45","Homicidios","52","MASCULINO","SOLTERO","ECUADOR"
"878","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","9 DE OCTUBRE","07/10/2014","20:30","Asesinatos","72","MASCULINO","CASADO","ECUADOR"
"879","ZONA 5","GUAYAS","NARANJITO","NARANJITO MARCELINO MARIDUEÑA","NARANJITO ESTE","05/10/2014","18:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"880","ZONA 7","EL_ORO","BALSAS","PIÑAS","BALSAS","08/10/2014","18:00","Homicidios","3","MASCULINO","SOLTERO","ECUADOR"
"881","ZONA 7","EL_ORO","BALSAS","PIÑAS","BALSAS","08/10/2014","18:00","Homicidios","4","FEMENINO","SOLTERO","ECUADOR"
"882","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","09/10/2014","11:30","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"883","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","CHILIBULO","09/10/2014","20:16","Homicidios","22","MASCULINO","SOLTERO","ECUADOR"
"884","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","09/10/2014","21:30","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"885","ZONA 7","ZAMORA_CHINCHIPE","PALANDA","CHINCHIPE","PALANDA","08/10/2014","18:40","Homicidios","57","MASCULINO","CASADO","ECUADOR"
"886","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","10/10/2014","11:00","Asesinatos","28","MASCULINO","CASADO","ECUADOR"
"887","ZONA 3","COTOPAXI","LA_MANA","LA MANA","LA MANA SUR","09/10/2014","0:00","Femicidios","29","FEMENINO","SOLTERO","ECUADOR"
"888","ZONA 2","NAPO","QUIJOS","EL VALLE DE QUIJOS","PAPALLACTA","10/10/2014","13:00","Asesinatos","49","FEMENINO","DIVORCIADO","ECUADOR"
"889","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","LA PRIMAVERA","10/10/2014","23:00","Asesinatos","41","MASCULINO","CASADO","ECUADOR"
"890","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","PARAISO LA FLOR","10/10/2014","16:30","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"891","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","ALBORADA","11/10/2014","0:50","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"892","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","PATRICIA PILAR","11/10/2014","19:30","Asesinatos","73","MASCULINO","DIVORCIADO","FRANCIA                                           "
"893","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","SAN JUAN","12/10/2014","1:30","Homicidios","23","MASCULINO","SOLTERO","ECUADOR"
"894","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","GARAY","11/10/2014","4:45","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"895","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","11/10/2014","20:30","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"896","ZONA 6","AZUAY","CUENCA","CUENCA SUR","EL VALLE","12/10/2014","18:30","Homicidios","30","MASCULINO","CASADO","ECUADOR"
"897","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","21/08/2014","20:30","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"898","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","14/08/2014","4:00","Homicidios","26","MASCULINO","NO DETERMINADO","ECUADOR"
"899","ZONA 6","CANAR","DELEG","AZOGUES","DELEG","13/10/2014","1:30","Asesinatos","56","MASCULINO","SOLTERO","ECUADOR"
"900","ZONA 6","CANAR","DELEG","AZOGUES","DELEG","13/10/2014","1:00","Asesinatos","43","MASCULINO","SOLTERO","ECUADOR"
"901","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","SABANA","15/10/2014","0:30","Asesinatos","32","MASCULINO","CASADO","ECUADOR"
"902","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","BUENA FE ESTE","16/10/2014","22:40","Asesinatos","34","MASCULINO","DIVORCIADO","ECUADOR"
"903","ZONA 5","SANTA_ELENA","LA_LIBERTAD","LIBERTAD SALINAS","VIRGEN DEL CARMEN","16/10/2014","20:10","Asesinatos","43","FEMENINO","UNION LIBRE","ECUADOR"
"904","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","CHILIBULO","18/10/2014","1:00","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"905","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL NORTE","17/10/2014","18:05","Homicidios","33","MASCULINO","CASADO","ECUADOR"
"906","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","19/10/2014","11:40","Asesinatos","2","FEMENINO","SOLTERO","ECUADOR"
"907","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","LA BELLEZA","13/09/2014","18:30","Asesinatos","59","MASCULINO","SOLTERO","ECUADOR"
"908","ZONA 5","GUAYAS","SALITRE","SALITRE","VICTORIA","18/10/2014","18:00","Sicariatos","42","MASCULINO","SOLTERO","ECUADOR"
"909","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CISNE","19/10/2014","23:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"910","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","19/10/2014","20:00","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"911","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","19/10/2014","20:00","Asesinatos","41","FEMENINO","SOLTERO","ECUADOR"
"912","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","PARAISO LA FLOR","19/10/2014","23:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"913","ZONA 5","BOLIVAR","CHIMBO","SAN MIGUEL","MAGDALENA","19/10/2014","10:30","Asesinatos","59","MASCULINO","SOLTERO","ECUADOR"
"914","ZONA 5","GUAYAS","DAULE","DAULE","LA YOLITA","20/10/2014","0:00","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"915","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","LIMONES","20/10/2014","12:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"916","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL DORADO","18/10/2014","21:00","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"917","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","21/10/2014","7:00","Femicidios","34","FEMENINO","SOLTERO","ECUADOR"
"918","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","SAN PEDRO","07/10/2014","7:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"919","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","POMPEYA","04/10/2014","20:20","Asesinatos","11","FEMENINO","SOLTERO","ECUADOR"
"920","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","FLOR DE BASTION","21/10/2014","20:30","Femicidios","39","FEMENINO","SOLTERO","ECUADOR"
"921","ZONA 1","SUCUMBIOS","GONZALO_PIZARRO","SUCUMBIOS","LUMBAQUI","22/10/2014","9:45","Homicidios","34","MASCULINO","CASADO","ECUADOR"
"922","ZONA 3","TUNGURAHUA","AMBATO","AMBATO SUR","LETAMENDI","24/10/2014","2:30","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"923","ZONA 5","LOS_RIOS","MONTALVO","BABAHOYO","MONTALVO","24/10/2014","11:30","Homicidios","53","MASCULINO","UNION LIBRE","ECUADOR"
"924","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","DAMMER","24/10/2014","8:40","Homicidios","26","MASCULINO","NO DETERMINADO","COLOMBIA"
"925","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","CONOCOTO SUR","24/10/2014","18:08","Homicidios","30","MASCULINO","CASADO","ECUADOR"
"926","ZONA 3","TUNGURAHUA","SAN_PEDRO_DE_PELILEO","PATATE","EL TAMBO","24/10/2014","18:45","Femicidios","22","FEMENINO","CASADO","ECUADOR"
"927","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","JIPIJAPA","25/10/2014","10:40","Homicidios","15","MASCULINO","SOLTERO","ECUADOR"
"928","ZONA 2","PICHINCHA","CAYAMBE","CAYAMBE","CAYAMBE SUR","25/10/2014","23:40","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"929","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","NUEVO SUCUMBIOS","26/10/2014","9:30","Homicidios","","MASCULINO","NO DETERMINADO","ECUADOR"
"930","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","BELLAVISTA NORTE","26/10/2014","17:30","Sicariatos","32","MASCULINO","SOLTERO","ECUADOR"
"931","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","27/10/2014","5:30","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"932","ZONA 8","GUAYAS","DURAN","DURAN","DIVINO NIÑO","26/10/2014","21:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"933","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","JULIO MORENO","20/01/2014","21:45","Homicidios","34","MASCULINO","SOLTERO","ECUADOR"
"934","ZONA 5","GUAYAS","SANTA_LUCIA","DAULE","SANTA LUCIA","26/10/2014","0:00","Asesinatos","51","MASCULINO","SOLTERO","ECUADOR"
"935","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","PALESTINA","25/10/2014","18:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"936","ZONA 2","PICHINCHA","PEDRO_MONCAYO","CAYAMBE","MALCHINGUI","27/10/2014","16:09","Asesinatos","85","MASCULINO","VIUDO","ECUADOR"
"937","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL DORADO","27/10/2014","20:45","Asesinatos","46","MASCULINO","DIVORCIADO","ECUADOR"
"938","ZONA 7","EL_ORO","EL_GUABO","PASAJE","RIO BONITO","27/10/2014","21:45","Homicidios","65","MASCULINO","CASADO","ECUADOR"
"939","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","27/10/2014","0:00","Asesinatos","51","MASCULINO","SOLTERO","ECUADOR"
"940","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","27/10/2014","5:20","Femicidios","18","FEMENINO","SOLTERO","ECUADOR"
"941","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","27/10/2014","6:40","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"942","ZONA 5","GUAYAS","NARANJITO","NARANJITO MARCELINO MARIDUEÑA","NARANJITO CENTRO","28/10/2014","16:40","Homicidios","68","MASCULINO","SOLTERO","ECUADOR"
"943","ZONA 4","MANABI","MANTA","MANTA","CENTRO","22/10/2014","13:00","Asesinatos","60","MASCULINO","SOLTERO","ECUADOR"
"944","ZONA 1","ESMERALDAS","ATACAMES","ATACAMES","TONSUPA","29/10/2014","23:00","Homicidios","36","MASCULINO","UNION LIBRE","COLOMBIA"
"945","ZONA 4","MANABI","MONTECRISTI","MANTA","LEONIDAS PROAÑO","30/09/2014","6:20","Asesinatos","35","MASCULINO","CASADO","ECUADOR"
"946","ZONA 7","LOJA","MACARA","MACARA","MACARA","29/10/2014","0:30","Asesinatos","71","MASCULINO","CASADO","ECUADOR"
"947","ZONA 4","MANABI","MANTA","MANTA","MURCIELAGO","31/08/2014","22:15","Homicidios","23","MASCULINO","SOLTERO","ECUADOR"
"948","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","PINTAG","30/10/2014","18:00","Femicidios","21","FEMENINO","CASADO","ECUADOR"
"949","ZONA 5","GUAYAS","GENERAL_ANTONIO_ELIZALDE","EL TRIUNFO BUCAY","BUCAY","22/09/2014","5:20","Asesinatos","43","MASCULINO","SOLTERO","ECUADOR"
"950","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","COCHAPAMBA","31/10/2014","18:30","Homicidios","18","MASCULINO","SOLTERO","ECUADOR"
"951","ZONA 7","LOJA","LOJA","LOJA","LA ARGELIA","01/11/2014","4:00","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"952","ZONA 1","ESMERALDAS","MUISNE","ATACAMES","MUISNE","01/11/2014","14:00","Asesinatos","61","MASCULINO","SOLTERO","ECUADOR"
"953","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","ORQUIDEAS","02/11/2014","1:48","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"954","ZONA 7","EL_ORO","SANTA_ROSA","SANTA ROSA","LAS PALMERAS","02/11/2014","3:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"955","ZONA 5","BOLIVAR","GUARANDA","GUARANDA","FACUNDO VELA","01/11/2014","20:30","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"956","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","ESMERALDAS LIBRE","02/11/2014","6:00","Homicidios","61","MASCULINO","SOLTERO","ECUADOR"
"957","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","SANTA MARTHA NORTE","26/01/2014","0:00","Homicidios","33","MASCULINO","SOLTERO","ECUADOR"
"958","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CRISTO VIVE","20/03/2014","16:30","Asesinatos","25","MASCULINO","UNION LIBRE","ECUADOR"
"959","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","UNIVERSIDAD","02/11/2014","22:00","Asesinatos","26","MASCULINO","CASADO","ECUADOR"
"960","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","UNIVERSIDAD","02/11/2014","23:00","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"961","ZONA 5","GUAYAS","SAN_JACINTO_DE_YAGUACHI","YAGUACHI","BOLICHE","15/09/2014","15:00","Homicidios","30","MASCULINO","SOLTERO","ECUADOR"
"962","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","PUERTO LIMON","23/03/2014","10:00","Asesinatos","42","MASCULINO","SOLTERO","ECUADOR"
"963","ZONA 1","SUCUMBIOS","PUTUMAYO","PUTUMAYO","PUERTO DEL CARMEN","03/11/2014","21:15","Asesinatos","33","MASCULINO","NO DETERMINADO","COLOMBIA"
"964","ZONA 7","EL_ORO","MACHALA","MACHALA","JAMBELI CENTRO","04/11/2014","17:30","Asesinatos","15","MASCULINO","SOLTERO","ECUADOR"
"965","ZONA 9","PICHINCHA","QUITO","CALDERON","LLANO CHICO","04/11/2014","22:15","Homicidios","56","MASCULINO","CASADO","ECUADOR"
